Year,League,Series_Name,Series_Dates,Winner_Team,Winner_Wins,Loser_Team,Loser_Wins,Winner_Seed,Loser_Seed,Favorite_Team,Favorite_Odds,Underdog_Team,Underdog_Odds
2024,NBA,Eastern Conf First Round,Apr 21 - May 1 2024,Boston Celtics,4,Miami Heat,1,1,8,BOS,-10000.0,MIA,2000.0
2024,NBA,Eastern Conf First Round,Apr 20 - May 5 2024,Cleveland Cavaliers,4,Orlando Magic,3,4,5,CLE,-210.0,ORL,180.0
2024,NBA,Eastern Conf First Round,Apr 21 - May 2 2024,Indiana Pacers,4,Milwaukee Bucks,2,6,3,IND,-125.0,MIL,105.0
2024,NBA,Eastern Conf First Round,Apr 20 - May 2 2024,New York Knicks,4,Philadelphia 76ers,2,2,7,NYK,-140.0,PHI,120.0
2024,NBA,Western Conf First Round,Apr 21 - Apr 29 2024,Oklahoma City Thunder,4,New Orleans Pelicans,0,1,8,OKC,-700.0,NOP,500.0
2024,NBA,Western Conf First Round,Apr 21 - May 3 2024,Dallas Mavericks,4,Los Angeles Clippers,2,5,4,DAL,-190.0,LAC,165.0
2024,NBA,Western Conf First Round,Apr 20 - Apr 28 2024,Minnesota Timberwolves,4,Phoenix Suns,0,3,6,PHO,-130.0,MIN,110.0
2024,NBA,Western Conf First Round,Apr 20 - Apr 29 2024,Denver Nuggets,4,Los Angeles Lakers,1,2,7,DEN,-340.0,LAL,280.0
2024,NBA,Eastern Conf Semifinals,May 6 - May 19 2024,Indiana Pacers,4,New York Knicks,3,6,2,NYK,-260.0,IND,220.0
2024,NBA,Western Conf Semifinals,May 7 - May 18 2024,Dallas Mavericks,4,Oklahoma City Thunder,2,5,1,OKC,-130.0,DAL,110.0
2024,NBA,Western Conf Semifinals,May 4 - May 19 2024,Minnesota Timberwolves,4,Denver Nuggets,3,3,2,DEN,-200.0,MIN,170.0
2024,NBA,Eastern Conf Semifinals,May 7 - May 15 2024,Boston Celtics,4,Cleveland Cavaliers,1,1,4,BOS,-2500.0,CLE,1100.0
2024,NBA,Eastern Conf Finals,May 21 - May 27 2024,Boston Celtics,4,Indiana Pacers,0,1,6,BOS,-900.0,IND,600.0
2024,NBA,Western Conf Finals,May 22 - May 30 2024,Dallas Mavericks,4,Minnesota Timberwolves,1,5,3,MIN,-175.0,DAL,155.0
2024,NBA,Finals,Jun 6 - Jun 17 2024,Boston Celtics,4,Dallas Mavericks,1,1,5,BOS,-900.0,IND,600.0
2023,NBA,Eastern Conf First Round,Apr 16 - Apr 26 2023,Miami Heat,4,Milwaukee Bucks,1,8,1,MIL,-1200.0,MIA,750.0
2023,NBA,Eastern Conf First Round,Apr 15 - Apr 26 2023,New York Knicks,4,Cleveland Cavaliers,1,5,4,CLE,-190.0,NYK,170.0
2023,NBA,Eastern Conf First Round,Apr 15 - Apr 22 2023,Philadelphia 76ers,4,Brooklyn Nets,0,3,6,PHI,-1100.0,BRK,700.0
2023,NBA,Eastern Conf First Round,Apr 15 - Apr 27 2023,Boston Celtics,4,Atlanta Hawks,2,2,7,BOS,-1600.0,ATL,900.0
2023,NBA,Western Conf First Round,Apr 16 - Apr 25 2023,Denver Nuggets,4,Minnesota Timberwolves,1,1,8,DEN,-550.0,MIN,425.0
2023,NBA,Western Conf First Round,Apr 16 - Apr 25 2023,Phoenix Suns,4,Los Angeles Clippers,1,4,5,PHO,-500.0,LAC,400.0
2023,NBA,Western Conf First Round,Apr 15 - Apr 30 2023,Golden State Warriors,4,Sacramento Kings,3,6,3,GSW,-265.0,SAC,225.0
2023,NBA,Western Conf First Round,Apr 16 - Apr 28 2023,Los Angeles Lakers,4,Memphis Grizzlies,2,7,2,MEM,-140.0,LAL,120.0
2023,NBA,Eastern Conf Semifinals,Apr 30 - May 12 2023,Miami Heat,4,New York Knicks,2,8,5,NYK,-160.0,MIA,140.0
2023,NBA,Eastern Conf Semifinals,May 1 - May 14 2023,Boston Celtics,4,Philadelphia 76ers,3,2,3,BOS,-550.0,PHI,425.0
2023,NBA,Western Conf Semifinals,Apr 29 - May 11 2023,Denver Nuggets,4,Phoenix Suns,2,1,4,PHO,-120.0,DEN,100.0
2023,NBA,Western Conf Semifinals,May 2 - May 12 2023,Los Angeles Lakers,4,Golden State Warriors,2,7,6,GSW,-150.0,LAL,130.0
2023,NBA,Western Conf Finals,May 16 - May 22 2023,Denver Nuggets,4,Los Angeles Lakers,0,1,7,DEN,-170.0,LAL,145.0
2023,NBA,Eastern Conf Finals,May 17 - May 29 2023,Miami Heat,4,Boston Celtics,3,8,2,BOS,-550.0,MIA,400.0
2023,NBA,Finals,Jun 1 - Jun 12 2023,Denver Nuggets,4,Miami Heat,1,1,8,DEN,-430.0,MIA,330.0
2022,NBA,Eastern Conf First Round,Apr 17 - Apr 27 2022,Milwaukee Bucks,4,Chicago Bulls,1,3,6,MIL,-1100.0,CHI,700.0
2022,NBA,Western Conf First Round,Apr 16 - Apr 29 2022,Memphis Grizzlies,4,Minnesota Timberwolves,2,2,7,MEM,-320.0,MIN,260.0
2022,NBA,Eastern Conf First Round,Apr 17 - Apr 25 2022,Boston Celtics,4,Brooklyn Nets,0,2,7,BOS,-130.0,BRK,110.0
2022,NBA,Western Conf First Round,Apr 16 - Apr 27 2022,Golden State Warriors,4,Denver Nuggets,1,3,6,GSW,-275.0,DEN,225.0
2022,NBA,Western Conf First Round,Apr 16 - Apr 28 2022,Dallas Mavericks,4,Utah Jazz,2,4,5,UTA,-300.0,DAL,245.0
2022,NBA,Eastern Conf First Round,Apr 16 - Apr 28 2022,Philadelphia 76ers,4,Toronto Raptors,2,4,5,PHI,-175.0,TOR,155.0
2022,NBA,Western Conf First Round,Apr 17 - Apr 28 2022,Phoenix Suns,4,New Orleans Pelicans,2,1,8,PHO,-1350.0,NOP,750.0
2022,NBA,Eastern Conf First Round,Apr 17 - Apr 26 2022,Miami Heat,4,Atlanta Hawks,1,1,8,MIA,-420.0,ATL,330.0
2022,NBA,Eastern Conf Semifinals,May 1 - May 15 2022,Boston Celtics,4,Milwaukee Bucks,3,2,3,BOS,-200.0,MIL,170.0
2022,NBA,Eastern Conf Semifinals,May 2 - May 12 2022,Miami Heat,4,Philadelphia 76ers,2,1,4,MIA,-310.0,PHI,250.0
2022,NBA,Western Conf Semifinals,May 2 - May 15 2022,Dallas Mavericks,4,Phoenix Suns,3,4,1,PHO,-295.0,DAL,240.0
2022,NBA,Western Conf Semifinals,May 1 - May 13 2022,Golden State Warriors,4,Memphis Grizzlies,2,3,2,GSW,-255.0,MEM,210.0
2022,NBA,Western Conf Finals,May 18 - May 26 2022,Golden State Warriors,4,Dallas Mavericks,1,3,4,GSW,-220.0,DAL,180.0
2022,NBA,Eastern Conf Finals,May 17 - May 29 2022,Boston Celtics,4,Miami Heat,3,2,1,BOS,-160.0,MIA,140.0
2022,NBA,Finals,Jun 2 - Jun 16 2022,Golden State Warriors,4,Boston Celtics,2,3,2,GSW,-145.0,BOS,125.0
2021,NBA,Eastern Conf First Round,May 22 - May 29 2021,Milwaukee Bucks,4,Miami Heat,0,3,6,MIL,-320.0,MIA,250.0
2021,NBA,Western Conf First Round,May 22 - Jun 6 2021,Los Angeles Clippers,4,Dallas Mavericks,3,4,5,LAC,-400.0,DAL,310.0
2021,NBA,Eastern Conf First Round,May 22 - Jun 1 2021,Brooklyn Nets,4,Boston Celtics,1,2,7,BRK,-1400.0,BOS,800.0
2021,NBA,Western Conf First Round,May 22 - Jun 3 2021,Denver Nuggets,4,Portland Trail Blazers,2,3,6,POR,-130.0,DEN,110.0
2021,NBA,Eastern Conf First Round,May 23 - Jun 2 2021,Philadelphia 76ers,4,Washington Wizards,1,1,8,PHI,-1000.0,WAS,650.0
2021,NBA,Western Conf First Round,May 23 - Jun 2 2021,Utah Jazz,4,Memphis Grizzlies,1,1,8,UTA,-1400.0,MEM,800.0
2021,NBA,Eastern Conf First Round,May 23 - Jun 2 2021,Atlanta Hawks,4,New York Knicks,1,5,4,ATL,-130.0,NYK,110.0
2021,NBA,Western Conf First Round,May 23 - Jun 3 2021,Phoenix Suns,4,Los Angeles Lakers,2,2,7,LAL,-175.0,PHO,155.0
2021,NBA,Eastern Conf Semifinals,Jun 5 - Jun 19 2021,Milwaukee Bucks,4,Brooklyn Nets,3,3,2,BRK,-180.0,MIL,160.0
2021,NBA,Eastern Conf Semifinals,Jun 6 - Jun 20 2021,Atlanta Hawks,4,Philadelphia 76ers,3,5,1,PHI,-175.0,ATL,155.0
2021,NBA,Western Conf Semifinals,Jun 7 - Jun 13 2021,Phoenix Suns,4,Denver Nuggets,0,2,3,PHO,-210.0,DEN,175.0
2021,NBA,Western Conf Semifinals,Jun 8 - Jun 18 2021,Los Angeles Clippers,4,Utah Jazz,2,4,1,UTA,-130.0,LAC,110.0
2021,NBA,Western Conf Finals,Jun 20 - Jun 30 2021,Phoenix Suns,4,Los Angeles Clippers,2,2,4,PHO,-200.0,LAC,170.0
2021,NBA,Eastern Conf Finals,Jun 23 - Jul 3 2021,Milwaukee Bucks,4,Atlanta Hawks,2,3,5,MIL,-500.0,ATL,400.0
2021,NBA,Finals,Jul 6 - Jul 20 2021,Milwaukee Bucks,4,Phoenix Suns,2,3,2,PHO,-180.0,MIL,160.0
2020,NBA,Eastern Conf First Round,Aug 18 - Aug 29 2020,Milwaukee Bucks,4,Orlando Magic,1,1,8,MIL,-7500.0,ORL,3250.0
2020,NBA,Eastern Conf First Round,Aug 17 - Aug 23 2020,Toronto Raptors,4,Brooklyn Nets,0,2,7,TOR,-2200.0,BRK,1315.0
2020,NBA,Eastern Conf First Round,Aug 17 - Aug 23 2020,Boston Celtics,4,Philadelphia 76ers,0,3,6,BOS,-450.0,PHI,360.0
2020,NBA,Eastern Conf First Round,Aug 18 - Aug 24 2020,Miami Heat,4,Indiana Pacers,0,5,4,MIA,-320.0,IND,260.0
2020,NBA,Western Conf First Round,Aug 18 - Aug 29 2020,Los Angeles Lakers,4,Portland Trail Blazers,1,1,8,LAL,-550.0,POR,425.0
2020,NBA,Western Conf First Round,Aug 17 - Aug 30 2020,Los Angeles Clippers,4,Dallas Mavericks,2,2,7,LAC,-630.0,DAL,465.0
2020,NBA,Western Conf First Round,Aug 17 - Sep 1 2020,Denver Nuggets,4,Utah Jazz,3,3,6,DEN,-285.0,UTA,243.0
2020,NBA,Western Conf First Round,Aug 18 - Sep 2 2020,Houston Rockets,4,Oklahoma City Thunder,3,4,5,HOU,-160.0,OKC,140.0
2020,NBA,Eastern Conf Semifinals,Aug 30 - Sep 11 2020,Boston Celtics,4,Toronto Raptors,3,3,2,TOR,-135.0,BOS,115.0
2020,NBA,Eastern Conf Semifinals,Aug 31 - Sep 8 2020,Miami Heat,4,Milwaukee Bucks,1,5,1,MIL,-440.0,MIA,350.0
2020,NBA,Western Conf Semifinals,Sep 3 - Sep 15 2020,Denver Nuggets,4,Los Angeles Clippers,3,3,2,LAC,-1300.0,DEN,850.0
2020,NBA,Western Conf Semifinals,Sep 4 - Sep 12 2020,Los Angeles Lakers,4,Houston Rockets,1,1,4,LAL,-550.0,HOU,425.0
2020,NBA,Eastern Conf Finals,Sep 15 - Sep 27 2020,Miami Heat,4,Boston Celtics,2,5,3,BOS,-130.0,MIA,110.0
2020,NBA,Western Conf Finals,Sep 18 - Sep 26 2020,Los Angeles Lakers,4,Denver Nuggets,1,1,3,LAL,-550.0,DEN,425.0
2020,NBA,Finals,Sep 30 - Oct 11 2020,Los Angeles Lakers,4,Miami Heat,2,1,5,LAL,-350.0,MIA,290.0
2019,NBA,Eastern Conf First Round,Apr 14 - Apr 22 2019,Milwaukee Bucks,4,Detroit Pistons,0,1,8,MIL,-3500.0,DET,1750.0
2019,NBA,Eastern Conf First Round,Apr 13 - Apr 23 2019,Toronto Raptors,4,Orlando Magic,1,2,7,TOR,-1200.0,ORL,775.0
2019,NBA,Eastern Conf First Round,Apr 13 - Apr 23 2019,Philadelphia 76ers,4,Brooklyn Nets,1,3,6,PHI,-600.0,BRK,450.0
2019,NBA,Eastern Conf First Round,Apr 14 - Apr 21 2019,Boston Celtics,4,Indiana Pacers,0,4,5,BOS,-465.0,IND,370.0
2019,NBA,Western Conf First Round,Apr 13 - Apr 26 2019,Golden State Warriors,4,Los Angeles Clippers,2,1,8,GSW,-15000.0,LAC,6000.0
2019,NBA,Western Conf First Round,Apr 13 - Apr 27 2019,Denver Nuggets,4,San Antonio Spurs,3,2,7,DEN,-270.0,SAS,230.0
2019,NBA,Western Conf First Round,Apr 14 - Apr 23 2019,Portland Trail Blazers,4,Oklahoma City Thunder,1,3,6,OKC,-165.0,POR,145.0
2019,NBA,Western Conf First Round,Apr 14 - Apr 24 2019,Houston Rockets,4,Utah Jazz,1,4,5,HOU,-310.0,UTA,255.0
2019,NBA,Eastern Conf Semifinals,Apr 28 - May 8 2019,Milwaukee Bucks,4,Boston Celtics,1,1,4,MIL,-360.0,BOS,300.0
2019,NBA,Eastern Conf Semifinals,Apr 27 - May 12 2019,Toronto Raptors,4,Philadelphia 76ers,3,2,3,TOR,-290.0,PHI,245.0
2019,NBA,Western Conf Semifinals,Apr 28 - May 10 2019,Golden State Warriors,4,Houston Rockets,2,1,4,GSW,-280.0,HOU,240.0
2019,NBA,Western Conf Semifinals,Apr 29 - May 12 2019,Portland Trail Blazers,4,Denver Nuggets,3,3,2,DEN,-145.0,POR,125.0
2019,NBA,Eastern Conf Finals,May 15 - May 25 2019,Toronto Raptors,4,Milwaukee Bucks,2,2,1,MIL,-270.0,TOR,230.0
2019,NBA,Western Conf Finals,May 14 - May 20 2019,Golden State Warriors,4,Portland Trail Blazers,0,1,3,GSW,-550.0,POR,425.0
2019,NBA,Finals,May 30 - Jun 13 2019,Toronto Raptors,4,Golden State Warriors,2,2,1,GSW,-270.0,TOR,230.0
2018,NBA,Eastern Conf First Round,Apr 14 - Apr 27 2018,Toronto Raptors,4,Washington Wizards,2,1,8,TOR,-630.0,WAS,465.0
2018,NBA,Eastern Conf First Round,Apr 15 - Apr 28 2018,Boston Celtics,4,Milwaukee Bucks,3,2,7,BOS,-150.0,MIL,130.0
2018,NBA,Eastern Conf First Round,Apr 14 - Apr 24 2018,Philadelphia 76ers,4,Miami Heat,1,3,6,PHI,-500.0,MIA,400.0
2018,NBA,Eastern Conf First Round,Apr 15 - Apr 29 2018,Cleveland Cavaliers,4,Indiana Pacers,3,4,5,CLE,-600.0,IND,450.0
2018,NBA,Western Conf First Round,Apr 15 - Apr 25 2018,Houston Rockets,4,Minnesota Timberwolves,1,1,8,HOU,-3000.0,MIN,1500.0
2018,NBA,Western Conf First Round,Apr 14 - Apr 24 2018,Golden State Warriors,4,San Antonio Spurs,1,2,7,GSW,-900.0,SAS,600.0
2018,NBA,Western Conf First Round,Apr 14 - Apr 21 2018,New Orleans Pelicans,4,Portland Trail Blazers,0,6,3,POR,-220.0,NOP,180.0
2018,NBA,Western Conf First Round,Apr 15 - Apr 27 2018,Utah Jazz,4,Oklahoma City Thunder,2,5,4,OKC,-140.0,UTA,120.0
2018,NBA,Western Conf Semifinals,Apr 28 - May 8 2018,Golden State Warriors,4,New Orleans Pelicans,1,2,6,GSW,-1050.0,NOP,675.0
2018,NBA,Western Conf Semifinals,Apr 29 - May 8 2018,Houston Rockets,4,Utah Jazz,1,1,5,HOU,-1500.0,UTA,1000.0
2018,NBA,Eastern Conf Semifinals,Apr 30 - May 9 2018,Boston Celtics,4,Philadelphia 76ers,1,2,3,PHI,-525.0,BOS,415.0
2018,NBA,Eastern Conf Semifinals,May 1 - May 7 2018,Cleveland Cavaliers,4,Toronto Raptors,0,4,1,TOR,-190.0,CLE,165.0
2018,NBA,Eastern Conf Finals,May 13 - May 27 2018,Cleveland Cavaliers,4,Boston Celtics,3,4,2,CLE,-275.0,BOS,235.0
2018,NBA,Western Conf Finals,May 14 - May 28 2018,Golden State Warriors,4,Houston Rockets,3,2,1,GSW,-200.0,HOU,170.0
2018,NBA,Finals,May 31 - Jun 8 2018,Golden State Warriors,4,Cleveland Cavaliers,0,2,4,GSW,-1075.0,CLE,688.0
2017,NBA,Eastern Conf First Round,Apr 16 - Apr 28 2017,Boston Celtics,4,Chicago Bulls,2,1,8,BOS,-470.0,CHI,375.0
2017,NBA,Eastern Conf First Round,Apr 15 - Apr 23 2017,Cleveland Cavaliers,4,Indiana Pacers,0,2,7,CLE,-1100.0,IND,700.0
2017,NBA,Eastern Conf First Round,Apr 15 - Apr 27 2017,Toronto Raptors,4,Milwaukee Bucks,2,3,6,TOR,-440.0,MIL,350.0
2017,NBA,Eastern Conf First Round,Apr 16 - Apr 28 2017,Washington Wizards,4,Atlanta Hawks,2,4,5,WAS,-220.0,ATL,180.0
2017,NBA,Western Conf First Round,Apr 16 - Apr 24 2017,Golden State Warriors,4,Portland Trail Blazers,0,1,8,GSW,-7000.0,POR,3000.0
2017,NBA,Western Conf First Round,Apr 15 - Apr 27 2017,San Antonio Spurs,4,Memphis Grizzlies,2,2,7,SAS,-1070.0,MEM,685.0
2017,NBA,Western Conf First Round,Apr 16 - Apr 25 2017,Houston Rockets,4,Oklahoma City Thunder,1,3,6,HOU,-390.0,OKC,320.0
2017,NBA,Western Conf First Round,Apr 15 - Apr 30 2017,Utah Jazz,4,Los Angeles Clippers,3,5,4,LAC,-245.0,UTA,205.0
2017,NBA,Eastern Conf Semifinals,May 1 - May 7 2017,Cleveland Cavaliers,4,Toronto Raptors,0,2,3,CLE,-475.0,TOR,380.0
2017,NBA,Eastern Conf Semifinals,Apr 30 - May 15 2017,Boston Celtics,4,Washington Wizards,3,1,4,BOS,-185.0,WAS,160.0
2017,NBA,Western Conf Semifinals,May 2 - May 8 2017,Golden State Warriors,4,Utah Jazz,0,1,5,GSW,-3200.0,UTA,1600.0
2017,NBA,Western Conf Semifinals,May 1 - May 11 2017,San Antonio Spurs,4,Houston Rockets,2,2,3,SAS,-300.0,HOU,250.0
2017,NBA,Western Conf Finals,May 14 - May 22 2017,Golden State Warriors,4,San Antonio Spurs,0,1,2,GSW,-1050.0,SAS,675.0
2017,NBA,Eastern Conf Finals,May 17 - May 25 2017,Cleveland Cavaliers,4,Boston Celtics,1,2,1,CLE,-700.0,BOS,500.0
2017,NBA,Finals,Jun 1 - Jun 12 2017,Golden State Warriors,4,Cleveland Cavaliers,1,1,2,GSW,-300.0,CLE,250.0
2016,NBA,Eastern Conf First Round,Apr 17 - Apr 24 2016,Cleveland Cavaliers,4,Detroit Pistons,0,1,8,CLE,-1700.0,DET,1100.0
2016,NBA,Eastern Conf First Round,Apr 16 - May 1 2016,Toronto Raptors,4,Indiana Pacers,3,2,7,TOR,-400.0,IND,325.0
2016,NBA,Eastern Conf First Round,Apr 17 - May 1 2016,Miami Heat,4,Charlotte Hornets,3,3,6,MIA,-170.0,CHO,150.0
2016,NBA,Eastern Conf First Round,Apr 16 - Apr 28 2016,Atlanta Hawks,4,Boston Celtics,2,4,5,ATL,-165.0,BOS,145.0
2016,NBA,Western Conf First Round,Apr 16 - Apr 27 2016,Golden State Warriors,4,Houston Rockets,1,1,8,GSW,-10000.0,HOU,4000.0
2016,NBA,Western Conf First Round,Apr 17 - Apr 24 2016,San Antonio Spurs,4,Memphis Grizzlies,0,2,7,SAS,-17000.0,MEM,6625.0
2016,NBA,Western Conf First Round,Apr 16 - Apr 25 2016,Oklahoma City Thunder,4,Dallas Mavericks,1,3,6,OKC,-3500.0,DAL,1750.0
2016,NBA,Western Conf First Round,Apr 17 - Apr 29 2016,Portland Trail Blazers,4,Los Angeles Clippers,2,5,4,LAC,-525.0,POR,415.0
2016,NBA,Eastern Conf Semifinals,May 2 - May 8 2016,Cleveland Cavaliers,4,Atlanta Hawks,0,1,4,CLE,-500.0,ATL,400.0
2016,NBA,Eastern Conf Semifinals,May 3 - May 15 2016,Toronto Raptors,4,Miami Heat,3,2,3,TOR,-145.0,MIA,125.0
2016,NBA,Western Conf Semifinals,May 1 - May 11 2016,Golden State Warriors,4,Portland Trail Blazers,1,1,5,GSW,-1600.0,POR,1050.0
2016,NBA,Western Conf Semifinals,Apr 30 - May 12 2016,Oklahoma City Thunder,4,San Antonio Spurs,2,3,2,SAS,-270.0,OKC,230.0
2016,NBA,Eastern Conf Finals,May 17 - May 27 2016,Cleveland Cavaliers,4,Toronto Raptors,2,1,2,CLE,-1350.0,TOR,885.0
2016,NBA,Western Conf Finals,May 16 - May 30 2016,Golden State Warriors,4,Oklahoma City Thunder,3,1,3,GSW,-430.0,OKC,345.0
2016,NBA,Finals,Jun 2 - Jun 19 2016,Cleveland Cavaliers,4,Golden State Warriors,3,1,1,GSW,-220.0,CLE,180.0
2015,NBA,Eastern Conf First Round,Apr 19 - May 1 2015,Atlanta Hawks,4,Brooklyn Nets,2,1,8,ATL,-1350.0,BRK,900.0
2015,NBA,Eastern Conf First Round,Apr 19 - Apr 26 2015,Cleveland Cavaliers,4,Boston Celtics,0,2,7,CLE,-5000.0,BOS,2100.0
2015,NBA,Eastern Conf First Round,Apr 18 - Apr 30 2015,Chicago Bulls,4,Milwaukee Bucks,2,3,6,CHI,-950.0,MIL,700.0
2015,NBA,Eastern Conf First Round,Apr 18 - Apr 26 2015,Washington Wizards,4,Toronto Raptors,0,5,4,TOR,-175.0,WAS,155.0
2015,NBA,Western Conf First Round,Apr 18 - Apr 25 2015,Golden State Warriors,4,New Orleans Pelicans,0,1,8,GSW,-3000.0,NOP,1500.0
2015,NBA,Western Conf First Round,Apr 18 - Apr 28 2015,Houston Rockets,4,Dallas Mavericks,1,2,7,HOU,-260.0,DAL,220.0
2015,NBA,Western Conf First Round,Apr 19 - May 2 2015,Los Angeles Clippers,4,San Antonio Spurs,3,3,6,SAS,-180.0,LAC,160.0
2015,NBA,Western Conf First Round,Apr 19 - Apr 29 2015,Memphis Grizzlies,4,Portland Trail Blazers,1,5,4,MEM,-225.0,POR,195.0
2015,NBA,Eastern Conf Semifinals,May 4 - May 14 2015,Cleveland Cavaliers,4,Chicago Bulls,2,2,3,CLE,-240.0,CHI,200.0
2015,NBA,Eastern Conf Semifinals,May 3 - May 15 2015,Atlanta Hawks,4,Washington Wizards,2,1,5,ATL,-245.0,WAS,205.0
2015,NBA,Western Conf Semifinals,May 4 - May 17 2015,Houston Rockets,4,Los Angeles Clippers,3,2,3,HOU,-150.0,LAC,130.0
2015,NBA,Western Conf Semifinals,May 3 - May 15 2015,Golden State Warriors,4,Memphis Grizzlies,2,1,5,GSW,-1000.0,MEM,725.0
2015,NBA,Eastern Conf Finals,May 20 - May 26 2015,Cleveland Cavaliers,4,Atlanta Hawks,0,2,1,CLE,-190.0,ATL,165.0
2015,NBA,Western Conf Finals,May 19 - May 27 2015,Golden State Warriors,4,Houston Rockets,1,1,2,GSW,-880.0,HOU,665.0
2015,NBA,Finals,Jun 4 - Jun 16 2015,Golden State Warriors,4,Cleveland Cavaliers,2,1,2,GSW,-220.0,CLE,190.0
2014,NBA,Eastern Conf First Round,Apr 19 - May 3 2014,Indiana Pacers,4,Atlanta Hawks,3,1,8,IND,-600.0,ATL,440.0
2014,NBA,Eastern Conf First Round,Apr 20 - Apr 28 2014,Miami Heat,4,Charlotte Bobcats,0,2,7,MIA,-2500.0,CHA,1000.0
2014,NBA,Eastern Conf First Round,Apr 19 - May 4 2014,Brooklyn Nets,4,Toronto Raptors,3,6,3,BRK,-130.0,TOR,110.0
2014,NBA,Eastern Conf First Round,Apr 20 - Apr 29 2014,Washington Wizards,4,Chicago Bulls,1,5,4,CHI,-180.0,WAS,160.0
2014,NBA,Western Conf First Round,Apr 20 - May 4 2014,San Antonio Spurs,4,Dallas Mavericks,3,1,8,SAS,-875.0,DAL,585.0
2014,NBA,Western Conf First Round,Apr 19 - May 3 2014,Oklahoma City Thunder,4,Memphis Grizzlies,3,2,7,OKC,-500.0,MEM,375.0
2014,NBA,Western Conf First Round,Apr 19 - May 3 2014,Los Angeles Clippers,4,Golden State Warriors,3,3,6,LAC,-400.0,GSW,285.0
2014,NBA,Western Conf First Round,Apr 20 - May 2 2014,Portland Trail Blazers,4,Houston Rockets,2,5,4,HOU,-200.0,POR,170.0
2014,NBA,Eastern Conf Semifinals,May 5 - May 15 2014,Indiana Pacers,4,Washington Wizards,2,1,5,IND,-165.0,WAS,145.0
2014,NBA,Eastern Conf Semifinals,May 6 - May 14 2014,Miami Heat,4,Brooklyn Nets,1,2,6,MIA,-620.0,BRK,450.0
2014,NBA,Western Conf Semifinals,May 6 - May 14 2014,San Antonio Spurs,4,Portland Trail Blazers,1,1,5,SAS,-410.0,POR,320.0
2014,NBA,Western Conf Semifinals,May 5 - May 15 2014,Oklahoma City Thunder,4,Los Angeles Clippers,2,2,3,OKC,-205.0,LAC,175.0
2014,NBA,Eastern Conf Finals,May 18 - May 30 2014,Miami Heat,4,Indiana Pacers,2,2,1,MIA,-380.0,IND,300.0
2014,NBA,Western Conf Finals,May 19 - May 31 2014,San Antonio Spurs,4,Oklahoma City Thunder,2,1,2,SAS,-245.0,OKC,205.0
2014,NBA,Finals,Jun 5 - Jun 15 2014,San Antonio Spurs,4,Miami Heat,1,1,2,SAS,-155.0,MIA,135.0
2013,NBA,Eastern Conf First Round,Apr 21 - Apr 28 2013,Miami Heat,4,Milwaukee Bucks,0,1,8,MIA,-20000.0,MIL,7500.0
2013,NBA,Eastern Conf First Round,Apr 20 - May 3 2013,New York Knicks,4,Boston Celtics,2,2,7,NYK,-410.0,BOS,320.0
2013,NBA,Eastern Conf First Round,Apr 21 - May 3 2013,Indiana Pacers,4,Atlanta Hawks,2,3,6,IND,-380.0,ATL,300.0
2013,NBA,Eastern Conf First Round,Apr 20 - May 4 2013,Chicago Bulls,4,Brooklyn Nets,3,5,4,BRK,-145.0,CHI,125.0
2013,NBA,Western Conf First Round,Apr 21 - May 3 2013,Oklahoma City Thunder,4,Houston Rockets,2,1,8,OKC,-1900.0,HOU,875.0
2013,NBA,Western Conf First Round,Apr 21 - Apr 28 2013,San Antonio Spurs,4,Los Angeles Lakers,0,2,7,SAS,-1000.0,LAL,650.0
2013,NBA,Western Conf First Round,Apr 20 - May 2 2013,Golden State Warriors,4,Denver Nuggets,2,6,3,DEN,-460.0,GSW,355.0
2013,NBA,Western Conf First Round,Apr 20 - May 3 2013,Memphis Grizzlies,4,Los Angeles Clippers,2,5,4,LAC,-180.0,MEM,160.0
2013,NBA,Eastern Conf Semifinals,May 6 - May 15 2013,Miami Heat,4,Chicago Bulls,1,1,5,MIA,-3000.0,CHI,1100.0
2013,NBA,Eastern Conf Semifinals,May 5 - May 18 2013,Indiana Pacers,4,New York Knicks,2,3,2,NYK,-190.0,IND,165.0
2013,NBA,Western Conf Semifinals,May 5 - May 15 2013,Memphis Grizzlies,4,Oklahoma City Thunder,1,5,1,MEM,-127.0,OKC,107.0
2013,NBA,Western Conf Semifinals,May 6 - May 16 2013,San Antonio Spurs,4,Golden State Warriors,2,2,6,SAS,-950.0,GSW,625.0
2013,NBA,Eastern Conf Finals,May 22 - Jun 3 2013,Miami Heat,4,Indiana Pacers,3,1,3,MIA,-850.0,IND,575.0
2013,NBA,Western Conf Finals,May 19 - May 27 2013,San Antonio Spurs,4,Memphis Grizzlies,0,2,5,SAS,-145.0,MEM,125.0
2013,NBA,Finals,Jun 6 - Jun 20 2013,Miami Heat,4,San Antonio Spurs,3,1,2,MIA,-220.0,SAS,180.0
2012,NBA,Eastern Conf First Round,Apr 28 - May 10 2012,Philadelphia 76ers,4,Chicago Bulls,2,8,1,CHI,-1400.0,PHI,900.0
2012,NBA,Eastern Conf First Round,Apr 28 - May 9 2012,Miami Heat,4,New York Knicks,1,2,7,MIA,-900.0,NYK,650.0
2012,NBA,Eastern Conf First Round,Apr 28 - May 8 2012,Indiana Pacers,4,Orlando Magic,1,3,6,IND,-800.0,ORL,600.0
